Dátum,Regisztrált esetek száma,Új esetek száma,elhunytak,gyógyultak,Mintavétel száma,Egymillió lakosra elvégzett tesztek száma,Kórházi karanténba zártak száma,Regisztrált esetek százalékos változása az előző naphoz viszonyítva,Pozitív tesztek aránya,A mintavételek számának százalékos változása az előző naphoz képest,Aktív fertőzöttek száma,Elhunytak aránya Magyarországon,Gyógyultak aránya Magyarországon,Hatósági házi karantén,Új mintavételek száma,Új esetek aránya az új mintavételekhez képest,Az új elhunytak száma naponta,Új gyógyultak naponta,Kórházi ápoltak száma,Lélegeztetőgépen lévők száma,Aktív esetek/összes eset,Kórházi ápoltak számának változása az előző naphoz képest,Lélegeztetőgépen lévők számának változása az előző naphoz képest,Kórházi ápoltak aránya az aktív eseteken belül,Lélegeztetőgépen lévők aránya a kórházi ápoltakon belül,Növekedési faktor,Hétnapos mozgóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Beoltottak száma Magyarországon,Új beoltottak száma Magyarországon,Hátnapos csúszóátlag,Második oltás,Második oltás napi,Hétnapos csúszóátlag
2020-06-18,4079,1,568,2564,245598,25061,,"0,02%","1,66%","1,4%",947,"13,92%","62,86%",6310,3459,"0,03%",1,17,199,15,"23,22%",-11,-1,"21,01%","7,54%","0,4705882353","0,55","5,71428571","2,14285714","3 335,85714286","0,19%",,,,,,
2020-06-19,4081,2,568,2581,249391,25448,,"0,05%","1,64%","1,5%",932,"13,92%","63,24%",3944,3793,"0,05%",0,17,192,15,"22,84%",-7,0,"20,60%","7,81%","0,3373493976","0,51","4,00000000","1,85714286","3 246,00000000","0,15%",,,,,,
2020-06-20,4086,5,570,2585,253100,25827,,"0,12%","1,61%","1,5%",931,"13,95%","63,26%",,3709,"0,13%",2,4,186,15,"22,79%",-6,0,"19,98%","8,06%","0,2972972973","0,46","3,14285714","1,57142857","3 275,85714286","0,12%",,,,,,
2020-06-21,4094,8,570,2589,256326,26156,,"0,20%","1,60%","1,3%",935,"13,92%","63,24%",,3226,"0,25%",0,4,185,15,"22,84%",-1,0,"19,79%","8,11%","0,4098360656","0,45","3,57142857","1,14285714","3 226,28571429","0,14%",,,,,,
2020-06-22,4102,8,572,2590,258115,26338,,"0,20%","1,59%","0,7%",940,"13,94%","63,14%",3528,1789,"0,45%",2,1,184,14,"22,92%",-1,-1,"19,57%","7,61%","0,4193548387","0,44","3,71428571","1,28571429","3 248,28571429","0,14%",,,,,,
2020-06-23,4107,5,573,2600,258861,26414,,"0,12%","1,59%","0,3%",934,"13,95%","63,31%",,746,"0,67%",1,10,183,14,"22,74%",-1,0,"19,59%","7,65%","0,5","0,42","4,28571429","1,14285714","3 147,57142857","0,23%",,,,,,
2020-06-24,4114,7,576,2618,261420,26676,,"0,17%","1,57%","1,0%",920,"14,00%","63,64%",,2559,"0,27%",3,18,183,13,"22,36%",0,-1,"19,89%","7,10%","0,7058823529","0,45","5,14285714","1,28571429","2 754,42857143","0,26%",,,,,,
2020-06-25,4123,9,577,2640,265129,27054,,"0,22%","1,56%","1,4%",906,"13,99%","64,03%",,3709,"0,24%",1,22,182,13,"21,97%",-1,0,"20,09%","7,14%","1,1","0,54","6,28571429","1,28571429","2 790,14285714","0,29%",,,,,,
2020-06-26,4127,4,578,2663,267056,27251,,"0,10%","1,55%","0,7%",886,"14,01%","64,53%",,1927,"0,21%",1,23,179,13,"21,47%",-3,0,"20,20%","7,26%","1,642857143","0,73","6,57142857","1,42857143","2 523,57142857","0,32%",,,,,,
2020-06-27,4138,11,578,2681,270263,27578,,"0,27%","1,53%","1,2%",879,"13,97%","64,79%",,3207,"0,34%",0,18,174,11,"21,24%",-5,-2,"19,80%","6,32%","2,363636364","1,02","7,42857143","1,14285714","2 451,85714286","0,35%",,,,,,
2020-06-28,4142,4,581,2685,271194,27673,,"0,10%","1,53%","0,3%",876,"14,03%","64,82%",,931,"0,43%",3,4,172,9,"21,15%",-2,-2,"19,63%","5,23%","1,92","1,24","6,85714286","1,57142857","2 124,00000000","0,37%",,,,,,
2020-06-29,4145,3,585,2685,273879,27947,,"0,07%","1,51%","1,0%",875,"14,11%","64,78%",1763,2685,"0,11%",4,0,170,9,"21,11%",-2,0,"19,43%","5,29%","1,653846154","1,41","6,14285714","1,85714286","2 252,00000000","0,32%",,,,,,
2020-06-30,4155,10,585,2692,274945,28056,,"0,24%","1,51%","0,4%",878,"14,08%","64,79%",,1066,"0,94%",0,7,169,9,"21,13%",-1,0,"19,25%","5,33%","1,6","1,57","6,85714286","1,71428571","2 297,71428571","0,36%",,,,,,
2020-07-01,4157,2,586,2714,277750,28342,,"0,05%","1,50%","1,0%",857,"14,10%","65,29%",,2805,"0,07%",1,22,169,8,"20,62%",0,-1,"19,72%","4,73%","1,194444444","1,64","6,14285714","1,42857143","2 332,85714286","0,33%",,,,,,
2020-07-02,4166,9,587,2721,279690,28540,,"0,22%","1,49%","0,7%",858,"14,09%","65,31%",,1940,"0,46%",1,7,157,8,"20,60%",-12,0,"18,30%","5,10%","0,9772727273","1,62","6,14285714","1,42857143","2 080,14285714","0,37%",,,,,,
2020-07-03,4172,6,588,2752,281628,28738,,"0,14%","1,48%","0,7%",832,"14,09%","65,96%",,1938,"0,31%",1,31,150,9,"19,94%",-7,1,"18,03%","6,00%","0,9782608696","1,53","6,42857143","1,42857143","2 081,71428571","0,38%",,,,,,
2020-07-04,4174,2,589,2784,283508,28929,,"0,05%","1,47%","0,7%",801,"14,11%","66,70%",,1880,"0,11%",1,32,140,8,"19,19%",-10,-1,"17,48%","5,71%","0,6923076923","1,29","5,14285714","1,57142857","1 892,14285714","0,35%",,,,,,
2020-07-05,4183,9,589,2811,285590,29142,,"0,22%","1,46%","0,7%",783,"14,08%","67,20%",1348,2082,"0,43%",0,27,144,8,"18,72%",4,0,"18,39%","5,56%","0,8541666667","1,14","5,85714286","1,14285714","2 056,57142857","0,35%",,,,,,
2020-07-06,4189,6,589,2860,286083,29192,,"0,14%","1,46%","0,2%",740,"14,06%","68,27%",1675,493,"1,22%",0,49,140,8,"17,67%",-4,0,"18,92%","5,71%","1,023255814","1,05","6,28571429","0,57142857","1 743,42857143","0,51%",,,,,,
2020-07-07,4205,16,589,2874,286983,29284,,"0,38%","1,47%","0,3%",742,"14,01%","68,35%",,900,"1,78%",0,14,142,7,"17,65%",2,-1,"19,14%","4,93%","1,041666667","0,97","7,14285714","0,57142857","1 719,71428571","0,63%",,,,,,
2020-07-08,4210,5,589,2885,288693,29458,,"0,12%","1,46%","0,6%",736,"13,99%","68,53%",1909,1710,"0,29%",0,11,132,6,"17,48%",-10,-1,"17,93%","4,55%","1,23255814","0,97","7,57142857","0,42857143","1 563,28571429","0,66%",,,,,,
2020-07-09,4220,10,591,2887,289602,29551,,"0,24%","1,46%","0,3%",742,"14,00%","68,41%",,909,"1,10%",2,2,131,6,"17,58%",-1,0,"17,65%","4,58%","1,255813953","1,01","7,71428571","0,57142857","1 416,00000000","0,75%",,,,,,
2020-07-10,4223,3,593,2941,292037,29800,,"0,07%","1,45%","0,8%",689,"14,04%","69,64%",,2435,"0,12%",2,54,133,6,"16,32%",2,0,"19,30%","4,51%","1,133333333","1,03","7,28571429","0,71428571","1 487,00000000","0,72%",,,,,,
2020-07-11,4229,6,595,2974,293220,29920,,"0,14%","1,44%","0,4%",660,"14,07%","70,32%",,1183,"0,51%",2,33,129,5,"15,61%",-4,-1,"19,55%","3,88%","1,527777778","1,15","7,85714286","0,85714286","1 387,42857143","0,78%",,,,,,
2020-07-12,4234,5,595,3036,294425,30043,,"0,12%","1,44%","0,4%",603,"14,05%","71,71%",2322,1205,"0,41%",0,62,128,5,"14,24%",-1,0,"21,23%","3,91%","1,243902439","1,21","7,28571429","0,85714286","1 262,14285714","0,78%",,,,,,
2020-07-13,4247,13,595,3073,295561,30159,,"0,31%","1,44%","0,4%",579,"14,01%","72,36%",2453,1136,"1,14%",0,37,127,5,"13,63%",-1,0,"21,93%","3,94%","1,318181818","1,25","8,28571429","0,85714286","1 354,00000000","0,76%",,,,,,
2020-07-14,4258,11,595,3106,296358,30241,,"0,26%","1,44%","0,3%",557,"13,97%","72,95%",,797,"1,38%",0,33,131,5,"13,08%",4,0,"23,52%","3,82%","1,06","1,25","7,57142857","0,85714286","1 339,28571429","0,71%",,,,,,
2020-07-15,4263,5,595,3127,299185,30529,,"0,12%","1,42%","0,9%",541,"13,96%","73,35%",,2827,"0,18%",0,21,125,5,"12,69%",-6,0,"23,11%","4,00%",1,"1,22","7,57142857","0,85714286","1 498,85714286","0,69%",,,,,,
2020-07-16,4279,16,595,3156,300632,30677,,"0,38%","1,42%","0,5%",528,"13,91%","73,76%",,1447,"1,11%",0,29,109,5,"12,34%",-16,0,"20,64%","4,59%","1,092592593","1,20","8,42857143","0,57142857","1 575,71428571","0,69%",,,,,,
2020-07-17,4293,14,595,3220,302749,30893,,"0,33%","1,42%","0,7%",478,"13,86%","75,01%",,2117,"0,66%",0,64,83,4,"11,13%",-26,-1,"17,36%","4,82%","1,37254902","1,23","10,00000000","0,28571429","1 530,28571429","0,77%",,,,,,
2020-07-18,4315,22,596,3222,305133,31136,,"0,51%","1,41%","0,8%",497,"13,81%","74,67%",4953,2384,"0,92%",1,2,83,3,"11,52%",0,-1,"16,70%","3,61%","1,563636364","1,24","12,28571429","0,14285714","1 701,85714286","0,83%",,,,,,
2020-07-19,4333,18,596,3223,307846,31413,,"0,42%","1,41%","0,9%",514,"13,75%","74,38%",5486,2713,"0,66%",0,1,82,3,"11,86%",-1,0,"15,95%","3,66%","1,941176471","1,34","14,14285714","0,14285714","1 917,28571429","0,86%",,,,,,
2020-07-20,4339,6,596,3232,310070,31640,,"0,14%","1,40%","0,7%",511,"13,74%","74,49%",5710,2224,"0,27%",0,9,83,5,"11,78%",1,2,"16,24%","6,02%","1,586206897","1,37","13,14285714","0,14285714","2 072,71428571","0,74%",,,,,,
2020-07-21,4347,8,596,3257,310830,31717,,"0,18%","1,40%","0,2%",494,"13,71%","74,93%",6388,760,"1,05%",0,25,78,4,"11,36%",-5,-1,"15,79%","5,13%","1,679245283","1,46","12,71428571","0,14285714","2 067,42857143","0,69%",,,,,,
2020-07-22,4366,19,596,3283,312988,31938,,"0,44%","1,39%","0,7%",487,"13,65%","75,19%",6553,2158,"0,88%",0,26,78,4,"11,15%",0,0,"16,02%","5,13%","1,943396226","1,60","14,71428571","0,14285714","1 971,85714286","0,79%",,,,,,
2020-07-23,4380,14,596,3300,316120,32257,,"0,32%","1,39%","1,0%",484,"13,61%","75,34%",7001,3132,"0,45%",0,17,76,4,"11,05%",-2,0,"15,70%","5,26%","1,711864407","1,69","14,42857143","0,14285714","2 212,57142857","0,70%",,,,,,
2020-07-24,4398,18,596,3312,319854,32638,,"0,41%","1,38%","1,2%",490,"13,55%","75,31%",7318,3734,"0,48%",0,12,70,4,"11,14%",-6,0,"14,29%","5,71%","1,5","1,70","15,00000000","0,14285714","2 443,57142857","0,67%",,,,,,
2020-07-25,4424,26,596,3324,323673,33028,,"0,59%","1,37%","1,2%",504,"13,47%","75,14%",7453,3819,"0,68%",0,12,68,5,"11,39%",-2,1,"13,49%","7,35%","1,26744186","1,66","15,57142857","0,00000000","2 648,57142857","0,64%",,,,,,
2020-07-26,4435,11,596,3329,326554,33322,,"0,25%","1,36%","0,9%",510,"13,44%","75,06%",7824,2881,"0,38%",0,5,69,6,"11,50%",1,1,"13,53%","8,70%","1,03030303","1,53","14,57142857","0,00000000","2 672,57142857","0,60%",,,,,,
2020-07-27,4448,13,596,3329,328583,33529,,"0,29%","1,35%","0,6%",523,"13,40%","74,84%",8490,2029,"0,64%",0,0,71,6,"11,76%",2,0,"13,58%","8,45%","1,184782609","1,47","15,57142857","0,00000000","2 644,71428571","0,65%",,,,,,
2020-07-28,4456,8,596,3331,330239,33698,,"0,18%","1,35%","0,5%",529,"13,38%","74,75%",8970,1656,"0,48%",0,2,76,6,"11,87%",5,0,"14,37%","7,89%","1,224719101","1,41","15,57142857","0,00000000","2 772,71428571","0,57%",,,,,,
2020-07-29,4465,9,596,3339,333446,34025,,"0,20%","1,34%","1,0%",530,"13,35%","74,78%",8683,3207,"0,28%",0,8,76,6,"11,87%",0,0,"14,34%","7,89%","0,9611650485","1,27","14,14285714","0,00000000","2 922,57142857","0,48%",,,,,,
2020-07-30,4484,19,596,3346,336461,34333,,"0,43%","1,33%","0,9%",542,"13,29%","74,62%",7819,3015,"0,63%",0,7,76,6,"12,09%",0,0,"14,02%","7,89%","1,02970297","1,17","14,85714286","0,00000000","2 905,85714286","0,51%",,,,,,
2020-07-31,4505,21,596,3353,339163,34608,,"0,47%","1,33%","0,8%",556,"13,23%","74,43%",8083,2702,"0,78%",0,7,73,6,"12,34%",-3,0,"13,13%","8,22%","1,019047619","1,10","15,28571429","0,00000000","2 758,42857143","0,55%",,,,,,
2020-08-01,4526,21,597,3364,342887,34988,,"0,47%","1,32%","1,1%",565,"13,19%","74,33%",7782,3724,"0,56%",1,11,73,6,"12,48%",0,0,"12,92%","8,22%","0,9357798165","1,06","14,57142857","0,14285714","2 744,85714286","0,54%",,,,,,
2020-08-02,4535,9,597,3389,344997,35204,,"0,20%","1,31%","0,6%",549,"13,16%","74,73%",7436,2110,"0,43%",0,25,71,7,"12,11%",-2,1,"12,93%","9,86%","0,9803921569","1,05","14,28571429","0,14285714","2 634,71428571","0,54%",,,,,,
2020-08-03,4544,9,597,3413,346962,35404,,"0,20%","1,31%","0,6%",534,"13,14%","75,11%",7657,1965,"0,46%",0,24,74,7,"11,75%",3,0,"13,86%","9,46%","0,880733945","1,00","13,71428571","0,14285714","2 625,57142857","0,52%",,,,,,
2020-08-04,4553,9,598,3415,348132,35524,,"0,20%","1,31%","0,3%",540,"13,13%","75,01%",7742,1170,"0,77%",1,2,74,7,"11,86%",0,0,"13,70%","9,46%","0,8899082569","0,96","13,85714286","0,28571429","2 556,14285714","0,56%",,,,,,
2020-08-05,4564,11,599,3431,350108,35725,,"0,24%","1,30%","0,6%",534,"13,12%","75,18%",6858,1976,"0,56%",1,16,72,7,"11,70%",-2,0,"13,48%","9,72%",1,"0,96","14,14285714","0,42857143","2 380,28571429","0,60%",,,,,,
2020-08-06,4597,33,600,3463,352546,35974,,"0,72%","1,30%","0,7%",534,"13,05%","75,33%",7227,2438,"1,35%",1,32,74,8,"11,62%",2,1,"13,86%","10,81%","1,086538462","0,97","16,14285714","0,57142857","2 297,85714286","0,70%",,,,,,
2020-08-07,4621,24,602,3464,355467,36272,,"0,52%","1,30%","0,8%",555,"13,03%","74,96%",7092,2921,"0,82%",2,1,72,6,"12,01%",-2,-2,"12,97%","8,33%","1,08411215","0,98","16,57142857","0,85714286","2 329,14285714","0,71%",,,,,,
2020-08-08,4653,32,602,3491,358437,36575,,"0,69%","1,30%","0,8%",560,"12,94%","75,03%",,2970,"1,08%",0,27,69,6,"12,04%",-3,0,"12,32%","8,70%","1,245098039","1,02","18,14285714","0,71428571","2 221,42857143","0,78%",,,,,,
2020-08-09,4696,43,602,3499,360772,36813,,"0,92%","1,30%","0,6%",595,"12,82%","74,51%",7184,2335,"1,84%",0,8,73,6,"12,67%",4,0,"12,27%","8,22%","1,61","1,11","23,00000000","0,71428571","2 253,57142857","0,98%",,,,,,
2020-08-10,4731,35,605,3525,362660,37006,,"0,75%","1,30%","0,5%",601,"12,79%","74,51%",,1888,"1,85%",3,26,61,6,"12,70%",-12,0,"10,15%","9,84%","1,947916667","1,27","26,71428571","1,14285714","2 242,57142857","1,18%",,,,,,
2020-08-11,4746,15,605,3527,363459,37088,,"0,32%","1,31%","0,2%",614,"12,75%","74,32%",,799,"1,88%",0,2,62,5,"12,94%",1,-1,"10,10%","8,06%","1,989690722","1,42","27,57142857","1,00000000","2 189,57142857","1,34%",,,,,,
2020-08-12,4768,22,605,3529,366356,37383,,"0,46%","1,30%","0,8%",634,"12,69%","74,01%",,2897,"0,76%",0,2,64,5,"13,30%",2,0,"10,09%","7,81%","2,060606061","1,57","29,14285714","0,85714286","2 321,14285714","1,37%",,,,,,
2020-08-13,4813,45,607,3561,369545,37709,,"0,94%","1,30%","0,9%",645,"12,61%","73,99%",,3189,"1,41%",2,32,66,5,"13,40%",2,0,"10,23%","7,58%","1,911504425","1,69","30,85714286","1,00000000","2 428,42857143","1,38%",,,,,,
2020-08-14,4853,40,607,3590,372687,38029,,"0,83%","1,30%","0,8%",656,"12,51%","73,97%",,3142,"1,27%",0,29,64,6,"13,52%",-2,1,"9,76%","9,38%",2,"1,82","33,14285714","0,71428571","2 460,00000000","1,44%",,,,,,
2020-08-15,4877,24,607,3606,375685,38335,,"0,49%","1,30%","0,8%",664,"12,45%","73,94%",,2998,"0,80%",0,16,63,6,"13,61%",-1,0,"9,49%","9,52%","1,763779528","1,90","32,00000000","0,71428571","2 464,00000000","1,40%",,,,,,
2020-08-16,4916,39,608,3623,378608,38633,,"0,80%","1,30%","0,8%",685,"12,37%","73,70%",,2923,"1,33%",1,17,62,6,"13,93%",-1,0,"9,05%","9,68%","1,366459627","1,86","31,42857143","0,85714286","2 548,00000000","1,33%",,,,,,
2020-08-17,4946,30,608,3630,380932,38871,,"0,61%","1,30%","0,6%",708,"12,29%","73,39%",8188,2324,"1,29%",0,7,62,6,"14,31%",0,0,"8,76%","9,68%","1,14973262","1,75","30,71428571","0,42857143","2 610,28571429","1,25%",,,,,,
2020-08-18,4970,24,609,3631,383411,39124,,"0,49%","1,30%","0,6%",730,"12,25%","73,06%",,2479,"0,97%",1,1,60,6,"14,69%",-2,0,"8,22%","10,00%","1,160621762","1,63","32,00000000","0,57142857","2 850,28571429","1,12%",,,,,,
2020-08-19,5002,32,609,3665,387111,39501,,"0,64%","1,29%","1,0%",728,"12,18%","73,27%",,3700,"0,86%",0,34,57,7,"14,55%",-3,1,"7,83%","12,28%","1,147058824","1,50","33,42857143","0,57142857","2 965,00000000","1,13%",,,,,,
2020-08-20,5046,44,609,3678,390079,39804,,"0,88%","1,29%","0,8%",759,"12,07%","72,89%",,2968,"1,48%",0,13,57,7,"15,04%",0,0,"7,51%","12,28%","1,078703704","1,38","33,28571429","0,28571429","2 933,42857143","1,14%",,,,,,
2020-08-21,5098,52,611,3681,393431,40146,,"1,03%","1,30%","0,9%",806,"11,99%","72,20%",,3352,"1,55%",2,3,58,6,"15,81%",1,-1,"7,20%","10,34%","1,056034483","1,25","35,00000000","0,57142857","2 963,42857143","1,18%",,,,,,
2020-08-22,5133,35,611,3692,394911,40297,,"0,69%","1,30%","0,4%",830,"11,90%","71,93%",,1480,"2,36%",0,11,60,7,"16,17%",2,1,"7,23%","11,67%","1,142857143","1,16","36,57142857","0,57142857","2 746,57142857","1,41%",,,,,,
2020-08-23,5155,22,613,3695,397092,40520,,"0,43%","1,30%","0,5%",847,"11,89%","71,68%",7470,2181,"1,01%",2,3,59,7,"16,43%",-1,0,"6,97%","11,86%","1,086363636","1,12","34,14285714","0,71428571","2 640,57142857","1,36%",,,,,,
2020-08-24,5191,36,613,3695,398550,40668,,"0,70%","1,30%","0,4%",883,"11,81%","71,18%",7917,1458,"2,47%",0,0,59,9,"17,01%",0,2,"6,68%","15,25%","1,139534884","1,12","35,00000000","0,71428571","2 516,85714286","1,53%",,,,,,
2020-08-25,5215,24,614,3716,400442,40861,,"0,46%","1,30%","0,5%",885,"11,77%","71,26%",,1892,"1,27%",1,21,57,7,"16,97%",-2,-2,"6,44%","12,28%","1,09375","1,11","35,00000000","0,71428571","2 433,00000000","1,57%",,,,,,
2020-08-26,5288,73,614,3734,405067,41333,,"1,40%","1,31%","1,1%",940,"11,61%","70,61%",7707,4625,"1,58%",0,18,64,7,"17,78%",7,0,"6,81%","10,94%","1,222222222","1,12","40,85714286","0,71428571","2 565,14285714","1,67%",,,,,,
2020-08-27,5379,91,614,3757,408799,41714,,"1,72%","1,32%","0,9%",1008,"11,41%","69,85%",,3732,"2,44%",0,23,69,8,"18,74%",5,1,"6,85%","11,59%","1,429184549","1,17","47,57142857","0,71428571","2 674,28571429","1,81%",,,,,,
